"class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d"
"Mammalia","Primates","Cebidae","Cebus","xanthosternos",-999,"Golden-bellied Capuchin",1727.44808,1.05,0.6,2642.5,46,158,307,235.54,1000,-999,-999,-999,45.04166667,-999,1.817932923,-999,-999,-999,-999,-999,-999,49.3845,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Leontopithecus","caissara",-999,"Superagui Lion Tamarin",654.10218,1.95,1.75,629.255,31.6,132.3966,130.8748,55.07,165,-999,-999,-999,26.48333333,730,0.508555784,-999,520,-999,-999,-999,-999,29.811,-999,-999,10.7,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Leontopithecus","chrysomelas",-999,"Golden-headed Lion Tamarin",654.10218,1.95,1.75,582.66,31.6,132.3966,130.8748,55.07,165,-999,-999,-999,24.8,730,0.508555784,-999,520,-999,-999,-999,-999,29.811,-999,-999,10.7,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Leontopithecus","chrysopygus",-999,"Black Lion Tamarin",654.10218,1.95,1.75,654.5,31.6,132.3966,130.8748,55.07,165,-999,-999,-999,26.48333333,730,0.508555784,-999,520,-999,-999,-999,-999,29.811,-999,-999,10.7,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Leontopithecus","rosalia",-999,"Golden Lion Tamarin",654.10218,1.95,1.75,623.51,31.6,132.3966,130.8748,55.07,165,-999,-999,-999,28.16666667,730,0.508555784,-999,520,-999,-999,-999,-999,29.811,-999,-999,10.7,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","bicolor",-999,"Pied Tamarin",-999,1.63,-999,465,19,160,-999,-999,-999,-999,-999,-999,18.69166667,-999,-999,-999,-999,-999,-999,-999,-999,27.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","fuscicollis",-999,"Brown-mantled Tamarin",546,1.8,1,393.99,24.9,148,91,39.6,-999,-999,-999,-999,24.5,730,0.678302533,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","geoffroyi",-999,"Geoffroy's Tamarin",548,1.945,1.175,453.77,26.2,172.11812,53.84894,41,105,-999,-999,-999,23.1,550,0.659548255,-999,-999,225,-999,-999,-999,27.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","graellsi",-999,"Graells's Tamarin",850.45,1.8,2.9,450,20.2,140,82.1772,43.58,175,-999,-999,-999,15.2,-999,0.687200548,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","imperator",-999,"Emperor Tamarin",546,2,-999,482.15,23.7,145,-999,46.775,-999,-999,-999,-999,20.2,730,-999,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","inustus",-999,"Mottle-faced Tamarin",-999,-999,-999,803,3.408333333,-999,-999,-999,-999,-999,-999,-999,3.408333333,-999,-999,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","labiatus",-999,"White-lipped Tamarin",-999,1.9,1.2,501.33,20.5,147,227.02628,42.33,-999,-999,-999,-999,20.4375,-999,0.819438741,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","leucopus",-999,"White-footed Tamarin",-999,2,-999,490,15.225,142.5,-999,44,-999,-999,-999,-999,15.2125,-999,-999,-999,-999,-999,-999,-999,-999,27.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","martinsi",-999,"Martins' Tamarin",-999,1.63,-999,465,19,160,-999,-999,-999,-999,-999,-999,18.38333333,-999,-999,-999,-999,-999,-999,-999,-999,27.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","melanoleucus",-999,"White-mantled Tamarin",546,1.8,1,393.99,24.9,148,91,39.6,-999,-999,-999,-999,24.5,730,0.678302533,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","midas",-999,"Red-handed Tamarin",624.49108,2,1.4,547.18,21,132.62,71,40,-999,-999,-999,-999,15.4,-999,0.566269678,-999,-999,-999,-999,-999,-999,28.7105,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","mystax",-999,"Moustached Tamarin",521.425,1.93,1.62,543.5,20,148.28,171.02516,46.9,-999,-999,-999,-999,19.97916667,540,0.460643395,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","niger",-999,"Black Tamarin",624.49108,2,1.4,547.18,21,132.62,71,40,-999,-999,-999,-999,17.80416667,-999,0.566269678,-999,-999,-999,-999,-999,-999,28.7105,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","nigricollis",-999,"Black-mantled Tamarin",850.45,1.8,2.9,450,20.2,140,82.1772,43.58,175,-999,-999,-999,15.2,-999,0.687200548,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","oedipus",-999,"Cottontop Tamarin",614.19,1.9,1,445.5,26.2,177.87312,52,39.79,105,-999,-999,-999,25,550,0.653059548,-999,-999,-999,-999,-999,-999,27.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","pileatus",-999,"Red-capped Tamarin",521.425,1.93,1.62,543.5,20,148.28,171.02516,46.9,-999,-999,-999,-999,19.95833333,540,0.460643395,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saguinus","tripartitus",-999,"Golden-mantled Tamarin",546,1.8,1,389.52,24.9,148,91,39.6,-999,-999,-999,-999,24.5,730,0.678302533,-999,-999,-999,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saimiri","boliviensis",-999,"Black-capped Squirrel Monkey",1090.58878,1,1.07,799.725,30.3,162.545,177,107.5,410.5,-999,-999,-999,28.59583333,1826,1.024298426,-999,779,836.7,-999,-999,-999,32.2,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saimiri","oerstedii",-999,"Central American Squirrel Monkey",-999,1.005,-999,647.09,17.21666667,161,362.93,-999,-999,-999,-999,-999,17.21666667,-999,-999,-999,-999,-999,-999,-999,-999,32.111,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saimiri","sciureus",-999,"Common Squirrel Monkey",1090.58878,1,1.07,836.7,30.2,164.09,177,107.5,410.5,-999,-999,-999,27,1826,1.024298426,-999,779,836.7,-999,-999,-999,34.1,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saimiri","ustus",-999,"Bare-eared Squirrel Monkey",-999,1.02,-999,886.47,14.39166667,-999,238.64,-999,-999,-999,-999,-999,14.39166667,-999,-999,-999,-999,-999,-999,-999,-999,33.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cebidae","Saimiri","vanzolinii",-999,"Black Squirrel Monkey",1090.58878,1,1.07,799.45,30.3,162.545,177,107.5,410.5,-999,-999,-999,28.59583333,1826,1.024298426,-999,779,836.7,-999,-999,-999,32.2,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Allenopithecus","nigroviridis",-999,"Allen's Swamp Monkey",-999,1,-999,4690,27.45,-999,106.15,221,-999,-999,-999,-999,23,-999,-999,3225,6130,-999,-999,-999,-999,45.9995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercocebus","agilis",-999,"Agile Mangabey",1535.9868,1,0.95,7775,46,169.86298,365.232,-999,2170,-999,-999,-999,24,-999,1.22019165,5700,9750,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercocebus","atys",-999,"Sooty Mangabey",1318.86,1.005,1,8778,46,167,-999,527.17,-999,-999,-999,-999,27,-999,1.189185489,6066.5,11428,-999,-999,-999,-999,77.4,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercocebus","chrysogaster",-999,"Golden-bellied Mangabey",1535.9868,1,0.95,7775,46,169.86298,365.232,-999,2170,-999,-999,-999,23.04166667,-999,1.22019165,5700,9750,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercocebus","galeritus",-999,"Tana River Mangabey",2502.31972,1.005,-999,7066.5,21,176.2403,365.232,-999,2170,-999,-999,-999,19,-999,-999,5100,9033,-999,-999,-999,-999,69.9,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercocebus","sanjei",-999,"Sanje Mangabey",2502.31972,1.005,-999,7066.5,21,176.2403,365.232,-999,2170,-999,-999,-999,19,-999,-999,5100,9033,-999,-999,-999,-999,69.9,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercocebus","torquatus",-999,"Collared Mangabey",1145.93,1,0.95,8789,46,167.99,-999,-999,-999,-999,-999,-999,30,-999,1.22019165,6066.5,11428,-999,-999,-999,-999,77.4,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","albogularis",-999,"Sykes' Monkey",1845.03032,1,0.5,6116.5,37.8,136.962,315.62132,391.65,-999,-999,-999,-999,29.97916667,1673,1.479466119,4210,6929,8648.7,-999,-999,-999,63.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","ascanius",-999,"Red-tailed Monkey",1684.59,1,0.52,3705,31.2,160.845,182,387.415,-999,-999,-999,-999,28.3,-999,1.968514716,3200,4624,-999,-999,-999,-999,44.499,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","campbelli",-999,"Campbell's Mona Monkey",1095,1,-999,3800,33,180.8,365,283,-999,-999,-999,-999,30,-999,-999,2563,4600,-999,-999,-999,-999,48.25,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","cephus",-999,"Moustached Guenon",1521.9,1,0.4,3399.94,36,172,363.965,339,-999,-999,-999,-999,28.425,-999,2.247775496,2960,3750,-999,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","denti",-999,"Dent's Mona Monkey",1684.59,1,0.5,3550,30.69166667,169.51,-999,338.095,-999,-999,-999,-999,24.1,-999,1.998631075,2793,3950,-999,-999,-999,-999,48,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","diana",-999,"Diana Monkey",1962.561,1,1,4550,37.3,-999,365,470.95,-999,-999,-999,-999,34.925,-999,0.999315537,3853,5433,-999,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","doggetti",-999,"Silver Monkey",1845.03032,1,0.5,6116.5,37.8,136.962,315.62132,391.65,-999,-999,-999,-999,27.1,1673,1.479466119,4210,6929,8648.7,-999,-999,-999,63.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","dryas",-999,"Dryas Monkey",1962.561,1.005,1,4454.455,37.3,-999,365,470.95,-999,-999,-999,-999,34.925,-999,0.999315537,3853,5433,-999,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","erythrogaster",-999,"White-throated Guenon",1572.295,1,0.5,5256.91,31,172,-999,406,-999,-999,-999,-999,23,-999,1.968514716,5333.5,6895,-999,-999,-999,-999,50.374,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","erythrotis",-999,"Red-eared Guenon",1521.9,1,0.4,3355,36,172,365,339,-999,-999,-999,-999,24.61666667,-999,2.247775496,2960,3750,-999,-999,-999,-999,47.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","hamlyni",-999,"Hamlyn's Monkey",-999,-999,-999,4531.25,28.6,-999,-999,-999,-999,-999,-999,-999,28.525,-999,-999,3450,5825,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","kandti",-999,"Golden Monkey",1845.03032,1,0.5,6116.5,37.8,136.962,315.62132,391.65,-999,-999,-999,-999,27.1,1673,1.479466119,4210,6929,8648.7,-999,-999,-999,63.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","lhoesti",-999,"L'Hoest's Monkey",-999,1,0.875,4700,24.1,-999,-999,-999,-999,-999,-999,-999,20.02083333,-999,1.328473648,3475,5850,-999,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","lowei",-999,"Lowe's Mona Monkey",1095,1,-999,3800,33,180.8,365,283,-999,-999,-999,-999,30,-999,-999,2563,4600,-999,-999,-999,-999,48.25,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis",-999,"Blue Monkey",1845.03032,1,0.5,6116.5,37.8,136.962,315.62132,391.65,-999,-999,-999,-999,27.1,1673,1.479466119,4210,6929,8648.7,-999,-999,-999,63.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","mona",-999,"Mona Monkey",-999,1,-999,4240.085,30.69166667,-999,-999,283,-999,-999,-999,-999,30,-999,-999,2500,5100,-999,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","neglectus",-999,"De Brazza's Monkey",1611,1,1,5701,30.8,176.0035,395.334,260,1640,-999,-999,-999,28.5375,2555,1.299110198,4023,7379,-999,-999,-999,-999,51,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","nictitans",-999,"Greater spot-nosed Monkey",1572.295,1,0.5,5465,31,172,-999,406,-999,-999,-999,-999,23,-999,1.968514716,5333.5,6895,-999,-999,-999,-999,54.999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","petaurista",-999,"Lesser Spot-nosed Monkey",-999,1.02,-999,3650,29,-999,-999,-999,-999,-999,-999,-999,19,-999,-999,2832,4548,-999,-999,-999,-999,41,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","pogonias",-999,"Crested Mona Monkey",1684.59,1,0.5,3137,27,169.51,-999,339,-999,-999,-999,-999,24.1,-999,1.998631075,2813.5,3350,-999,-999,-999,-999,45.999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","preussi",-999,"Preuss's Monkey",-999,1,0.875,4916.285,26.11666667,-999,-999,-999,-999,-999,-999,-999,24.07083333,-999,1.328473648,3475,5850,-999,-999,-999,-999,52.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","roloway",-999,"Roloway Monkey",1962.561,1,1,4550,37.3,-999,365,470.95,-999,-999,-999,-999,34.83333333,-999,0.999315537,3853,5433,-999,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","sclateri",-999,"Sclater's Guenon",1521.9,1.005,0.4,3304.99,36,172,365,339,-999,-999,-999,-999,23.80833333,-999,2.247775496,2960,3750,-999,-999,-999,-999,47.75,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","solatus",-999,"Sun-tailed Monkey",1734.301,1.005,0.78,4588.455,18.05,-999,-999,-999,-999,-999,-999,-999,18.05,-999,1.498973306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Cercopithecus","wolfi",-999,"Wolf's Mona Monkey",1684.59,1,0.5,3464.135,30.69166667,169.51,-999,338.095,-999,-999,-999,-999,25.4,-999,1.998631075,2771.5,3825,-999,-999,-999,-999,48,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Chlorocebus","aethiops",-999,"Grivet",1318.86,1,1,5104.25,46,167.99,212.74764,325.895,1036.25,-999,-999,-999,30.69166667,1825,1.189185489,4218,5881.5,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Chlorocebus","cynosuros",-999,"Malbrouck",1318.86,1,1,5104.25,46,167.99,212.74764,325.895,1036.25,-999,-999,-999,30,1825,1.189185489,4218,5881.5,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Chlorocebus","djamdjamensis",-999,"Bale Mountains Vervet",1318.86,1,1,5104.25,46,167.99,212.74764,325.895,1036.25,-999,-999,-999,30.34583333,1825,1.189185489,4218,5881.5,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Chlorocebus","pygerythrus",-999,"Vervet Monkey",1318.86,1,1,5104.25,46,167.99,212.74764,325.895,1036.25,-999,-999,-999,30.34583333,1825,1.189185489,4218,5881.5,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Chlorocebus","sabaeus",-999,"Green Monkey",1318.86,1,1,5104.25,46,167.99,212.74764,325.895,1036.25,-999,-999,-999,30.34583333,1825,1.189185489,4218,5881.5,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Chlorocebus","tantalus",-999,"Tantalus Monkey",1318.86,1,1,4961.5,46,167.99,212.74764,325.895,1036.25,-999,-999,-999,30.34583333,1825,1.189185489,4218,5881.5,-999,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Colobus","angolensis",-999,"Angola Colobus",1642,1,0.6,8937.5,35.3,190.52936,269.98366,573.4,1240,-999,-999,-999,30.5,730,1.210691307,7500,9550,-999,-999,-999,-999,62.734,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Colobus","guereza",-999,"Mantled Guereza",1635.92,1,0.775,9058.41,35,180,376.79768,493.445,1386.37,-999,-999,-999,26,1461,1.210691307,7897,9754,10623.6,-999,-999,-999,62.734,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Colobus","polykomos",-999,"King Colobus",1642,1,0.6,8653.145,33.9,190.52936,269.98366,573.4,1240,-999,-999,-999,27.5,730,1.210691307,7300,9550,-999,-999,-999,-999,62.968,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Colobus","satanas",-999,"Black Colobus",1642,1,0.6,8653.145,33.9,190.52936,269.98366,573.4,1240,-999,-999,-999,27.5,730,1.210691307,7300,9550,-999,-999,-999,-999,62.968,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Colobus","vellerosus",-999,"Ursine Colobus",1642,1,0.6,8509,33.9,190.52936,269.98366,573.4,1240,-999,-999,-999,26.75,730,1.210691307,7300,9550,-999,-999,-999,-999,63.234,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Erythrocebus","patas",-999,"Patas Monkey",977.75912,1,1,7660.5,28.3,167.2,162.22388,546.5,1950,-999,-999,-999,23.9,1400,0.988364134,5485,11418,3000,-999,-999,-999,77,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Lophocebus","albigena",-999,"Gray-cheeked Mangabey",1752.50488,1,0.4,7000,36,181.70292,233,462.5,2170,-999,-999,-999,32.68333333,-999,1.853730322,5769,7850,-999,-999,-999,-999,70.4775,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Lophocebus","aterrimus",-999,"Black Crested Mangabey",1752.50488,1,0.4,6768.75,36.68333333,181.70292,233,462.5,2170,-999,-999,-999,32.68333333,-999,1.853730322,6000,7865,-999,-999,-999,-999,52.155,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Lophocebus","opdenboschi",-999,"Opdenbosch's Mangabey",1752.50488,1,0.4,6768.75,36.68333333,181.70292,233,462.5,2170,-999,-999,-999,32.66666667,-999,1.853730322,6000,7865,-999,-999,-999,-999,52.155,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","arctoides",-999,"Stump-tailed Macaque",1453.62336,1,0.61,9353,30,177,340.8832,486.2,2300,-999,-999,-999,29.44583333,2099,1.509377139,8143,11221.5,-999,-999,-999,-999,59.999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","assamensis",-999,"Assam Macaque",-999,-999,-999,8900,31.4,-999,-999,-999,-999,-999,-999,-999,31.37916667,-999,-999,6900,11350.5,-999,-999,-999,-999,68.45,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","cyclopis",-999,"Formosan Rock Macaque",1650.01,1,0.885,6032.805,21.45833333,162.7072,207.16766,400.43,-999,-999,-999,-999,21.45833333,-999,1.265790554,-999,-999,-999,-999,-999,-999,66.2,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","fascicularis",-999,"Crab-eating Macaque",1278.75,1,0.93,4569.32,39,165,262.765,324.38,851.28,-999,-999,-999,37.55,1544,1.135455168,3588,5335,-999,-999,-999,-999,52.15,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","fuscata",-999,"Japanese Macaque",1483,1.415,0.5,8882.5,38.5,174,366,501.57,1767.5,-999,-999,-999,33,1369,1.369828884,10348,12810,-999,-999,-999,-999,79.5355,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","hecki",-999,"Heck's Macaque",1490,1,0.8,7386,37.6,172,344.72388,461,1416.5,-999,-999,-999,31.72083333,1095,1.478439425,5458,9072,-999,-999,-999,-999,59.999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","leonina",-999,"Northern Pig-tailed Macaque",1226.61352,1,0.85,7603.39,37.6,172,324,468.2,1416.5,-999,-999,-999,34.3,1095,1.108925394,5458,9072,-999,-999,-999,-999,64.95,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","maura",-999,"Moor Macaque",1490,1,0.8,7359.39,37.6,172,344.72388,461,1416.5,-999,-999,-999,33.93333333,1095,1.478439425,5458,9072,-999,-999,-999,-999,60.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","mulatta",-999,"Rhesus Monkey",1231,1,1,6614,40,165,292,473.54,1454,-999,-999,-999,34.63333333,2007,1.135523614,5339,9159.5,-999,-999,-999,-999,65.95,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","nemestrina",-999,"Southern Pig-tailed Macaque",1226.61352,1,0.85,7603.39,37.6,172,324,468.2,1416.5,-999,-999,-999,34.3,1095,1.108925394,5458,9072,-999,-999,-999,-999,64.95,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","nigra",-999,"Celebes Crested Macaque",1706.92978,1,0.7,7662.195,34,175.96004,365,459.385,-999,-999,-999,-999,33.93333333,-999,1.47871321,-999,-999,-999,-999,-999,-999,65.6995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","nigrescens",-999,"Gorontalo Macaque",1706.92978,1,0.7,7662.195,34,175.96004,365,459.385,-999,-999,-999,-999,33.93333333,-999,1.47871321,-999,-999,-999,-999,-999,-999,65.6995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","ochreata",-999,"Booted Macaque",1490,1,0.8,7290.3,37.6,172,344.72388,461,1416.5,-999,-999,-999,33,1095,1.478439425,5458,9072,-999,-999,-999,-999,60.4995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","pagensis",-999,"Pagai Island Macaque",1227.12,1,0.85,7151.5,37.6,172,308.3,468.2,1416.5,-999,-999,-999,32.15,1095,1.108925394,5216,9072,-999,-999,-999,-999,53.5,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","radiata",-999,"Bonnet Macaque",1380.2726,1,1,5132.245,30.025,161.56,326.27392,391.33,2000,-999,-999,-999,30,1795,0.999315537,3851,6678,-999,-999,-999,-999,61.95,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","siberu",-999,"Siberut Macaque",1227.12,1,0.85,7151.5,37.6,172,308.3,468.2,1416.5,-999,-999,-999,32.15,1095,1.108925394,5216,9072,-999,-999,-999,-999,53.5,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","silenus",-999,"Lion-tailed Macaque",1523.48888,1,0.7,6570,40.175,176,365,416.11,-999,-999,-999,-999,40,2511,1.387255305,6570,5900,-999,-999,-999,-999,65.5675,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","sinica",-999,"Toque Macaque",1643.544,1,0.7,4295.5,35,166.45,396.29054,446,-999,-999,-999,-999,30,-999,1.498288843,3402,5040,-999,-999,-999,-999,50.4,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","sylvanus",-999,"Barbary Macaque",1457.50858,1.5,1,10875,29.1,164.42,213,450,2420,-999,-999,-999,22,2007,1.09063655,9944,14231,-999,-999,-999,-999,65.6995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","thibetana",-999,"Milne-Edwards' Macaque",1453.62336,1,0.605,10036.67,30,174.58606,414.725,494.49,2350,-999,-999,-999,28.1,2099,1.763175907,9000,12243,-999,-999,-999,-999,59.999,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Macaca","tonkeana",-999,"Tonkean Macaque",-999,-999,-999,10992.765,28.4,173,-999,-999,-999,-999,-999,-999,28.38333333,-999,-999,-999,-999,-999,-999,-999,-999,68.1995,-999,-999,-999,-999,-999,-999,-999
"Mammalia","Primates","Cercopithecidae","Mandrillus","leucophaeus",-999,"Drill",1730.2866,1,0.65,16251.65,39.175,179.22,486.976,772,-999,-999,-999,-999,33.4,-999,1.316125941,20000,-999,-999,-999,-999,-999,73.2,-999,-999,-999,-999,-999,-999,-999
