Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,II,Plerogyra turbida,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,US,ID,,583,5052,live,,T,W
2016,II,Plerogyra turbida,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,ZA,ID,,,1,live,,T,F
2016,II,Plerogyra turbida,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,ZA,ID,,,380,live,,T,W
2016,II,Solenosmilia spp.,Anthozoa,Scleractinia,Caryophylliidae,Solenosmilia,US,FR,XX,4,,specimens,,S,W
2016,II,Solenosmilia variabilis,Anthozoa,Scleractinia,Caryophylliidae,Solenosmilia,JP,ZZ,,60,,raw corals,g,S,X
2016,II,Stephanocyathus diadema,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,US,NL,BS,2,,specimens,,S,W
2016,II,Stephanocyathus diadema,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,US,NL,XX,2,,specimens,,S,W
2016,II,Tethocyathus endesa,Anthozoa,Scleractinia,Caryophylliidae,Tethocyathus,DE,CL,,73,,live,,S,W
2016,II,Thalamophyllia spp.,Anthozoa,Scleractinia,Caryophylliidae,Thalamophyllia,US,DM,,1,,specimens,,S,W
2016,II,Callithrix argentata,Mammalia,Primates,Cebidae,Callithrix,ID,CZ,HU,,2,live,,T,C
2016,II,Callithrix argentata,Mammalia,Primates,Cebidae,Callithrix,ID,DE,,,2,live,,Z,C
2016,II,Callithrix argentata,Mammalia,Primates,Cebidae,Callithrix,JE,DE,,,1,live,,Z,C
2016,II,Callithrix argentata,Mammalia,Primates,Cebidae,Callithrix,JE,GB,,,1,live,,Z,C
2016,II,Callithrix argentata,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,,,2,live,,T,C
2016,II,Callithrix geoffroyi,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,DE,,7,live,,T,C
2016,II,Callithrix geoffroyi,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,,,3,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,AU,US,,,7.6,specimens,ml,S,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CA,FR,,,6,live,,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CA,US,ZA,,20,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CA,US,,,15,specimens,ml,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CH,DE,,,3,specimens,,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CH,FR,,,45.5,specimens,ml,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CH,JP,,,15,skins,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CN,JP,,,4,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CN,ZA,,40,,live,,B,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CN,ZA,,60,,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CN,ZA,,40,,live,,T,W
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CN,ZA,,60,,live,,Z,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,DE,CH,DE,249,,specimens,,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,DE,JP,,,300,specimens,g,T,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,DE,JP,,40,40,specimens,,S,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,FR,JP,,0.002,,specimens,l,M,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,FR,JP,,,2,specimens,ml,S,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,GB,JP,,,10,specimens,,S,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,GI,ES,XX,,1,live,,E,I
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,ID,PL,,,2,live,,Z,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,IT,JP,,2,2,specimens,,S,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,MY,ZA,,8,,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,NZ,ZA,,1,,bodies,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,SG,FR,,12,12,live,,S,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,SG,FR,,,20,specimens,ml,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,,,9,live,,Z,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,TR,DE,,10,6,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,TR,ZA,,10,,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,DE,ZA,66,66,specimens,,T,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,DE,,50,15,specimens,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,JP,,35,,live,,S,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,JP,,1,1,specimens,ml,S,F
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,JP,,27,27,specimens,ml,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,JP,,6,,specimens,,M,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,SG,FR,12,12,specimens,,S,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,ZA,XX,88,,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,ZA,,88,,live,,T,C
2016,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,ZA,MY,ZA,,10,live,,T,C
2016,II,Callithrix penicillata,Mammalia,Primates,Cebidae,Callithrix,CN,ZA,,30,,live,,T,C
2016,II,Callithrix penicillata,Mammalia,Primates,Cebidae,Callithrix,TR,ZA,,10,,live,,T,C
2016,II,Callithrix penicillata,Mammalia,Primates,Cebidae,Callithrix,ZA,MY,ZA,,10,live,,T,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,CZ,CH,,2,,live,,Z,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,FR,CH,,1,,live,,Z,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,ID,PL,,,2,live,,Z,F
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,MY,CZ,,2,2,live,,T,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,BG,,1,live,,T,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,DE,,1,live,,T,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,TH,CZ,,,6,live,,T,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,TH,DK,,,8,live,,B,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,TW,FR,NL,,1,bodies,,T,C
2016,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,UA,PL,,,5,live,,Z,F
2016,II,Cebus spp.,Mammalia,Primates,Cebidae,Cebus,NL,PE,,,0.6,specimens,ml,M,W
2016,II,Cebus spp.,Mammalia,Primates,Cebidae,Cebus,RU,BY,,,1,live,,Z,C
2016,II,Cebus spp.,Mammalia,Primates,Cebidae,Cebus,US,BR,XX,20,,specimens,,S,W
2016,II,Cebus spp.,Mammalia,Primates,Cebidae,Cebus,US,GB,,1,,specimens,,S,I
2016,II,Cebus albifrons,Mammalia,Primates,Cebidae,Cebus,ES,PE,,0.165,,specimens,kg,S,W
2016,II,Cebus albifrons,Mammalia,Primates,Cebidae,Cebus,NL,PE,,,2.1,specimens,ml,M,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,AE,ES,FR,,2,live,,T,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,AE,ES,,,1,live,,T,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,AU,NZ,,,1,live,,Z,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CA,US,,,2,live,,Q,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CN,GY,,128,,live,,B,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CN,GY,,90,218,live,,T,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,ES,PE,,0.055,,specimens,kg,S,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,HU,TH,US,2,,live,,Q,F
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,KP,CN,,,2,bodies,,E,U
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,NL,PE,,,1.2,specimens,ml,M,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,SE,US,US,2,,live,,Q,F
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,SE,US,,,2,live,,Q,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,TH,SE,US,,2,live,,Q,F
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,TR,GY,,6,,live,,Z,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,US,CA,US,2,,live,,Q,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,US,HU,US,2,,live,,Q,C
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,US,HU,US,,2,live,,Q,F
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,US,PE,,18,,specimens,g,S,W
2016,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,US,PE,,,38,specimens,ml,S,W
2016,II,Cebus capucinus,Mammalia,Primates,Cebidae,Cebus,AE,ES,FR,,2,live,,T,C
2016,II,Cebus capucinus,Mammalia,Primates,Cebidae,Cebus,CA,US,,,2,live,,T,F
2016,II,Cebus capucinus,Mammalia,Primates,Cebidae,Cebus,US,CA,US,2,,live,,T,F
2016,II,Cebus capucinus,Mammalia,Primates,Cebidae,Cebus,US,CA,XX,28,,specimens,,S,W
2016,II,Cebus flavius,Mammalia,Primates,Cebidae,Cebus,US,BR,XX,43,,specimens,,S,W
2016,II,Cebus libidinosus,Mammalia,Primates,Cebidae,Cebus,UA,DE,,,26,live,,Z,C
2016,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CN,GY,,80,,live,,B,W
2016,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CN,GY,,57,85,live,,T,W
2016,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,LT,UA,,1,,live,,Q,C
2016,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,LV,UA,,1,,live,,Q,C
2016,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,TR,GY,,6,,live,,Z,W
2016,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,UA,LT,UA,,1,live,,Q,C
2016,II,Cebus xanthosternos,Mammalia,Primates,Cebidae,Cebus,FR,CH,,2,,live,,Z,C
2016,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,DE,ZA,,1,,live,,Z,C
2016,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,,,2,live,,T,C
2016,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,US,PE,,26,,specimens,g,S,W
2016,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,US,PE,,,8,specimens,ml,S,W
2016,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,US,PE,,474,,specimens,,S,W
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,CH,FR,,,1,live,,Z,C
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,FR,CH,,1,,live,,Z,C
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,DE,,3,live,,T,C
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,,,2,live,,T,C
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,TR,CH,,1,,live,,Z,C
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,US,PE,,189,,specimens,g,S,W
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,US,PE,,24,,specimens,ml,S,W
2016,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,US,PE,,238,,specimens,,S,W
2016,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,MY,CZ,DE,,1,live,,T,C
2016,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,MY,CZ,,1,1,live,,T,C
2016,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,MY,DE,,1,,live,,T,C
2016,II,Saguinus labiatus,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,,,2,live,,T,C
2016,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,CN,GY,,30,,live,,B,W
2016,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,CN,GY,,40,5,live,,T,W
2016,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,CN,GY,,,40,live,,,
2016,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,NZ,ZA,,1,,bodies,,T,C
2016,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,OM,SR,,20,,live,,B,W
2016,II,Saguinus mystax,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,,,1,live,,T,C
2016,II,Saguinus nigricollis,Mammalia,Primates,Cebidae,Saguinus,US,PE,,,2,specimens,ml,S,W
2016,II,Saimiri spp.,Mammalia,Primates,Cebidae,Saimiri,US,PE,,,8,specimens,ml,S,W
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,AU,NZ,FR,,3,live,,Z,C
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,AU,NZ,,,6,live,,Z,C
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,CH,FR,,,1,live,,Z,C
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,FR,CH,IL,1,,live,,Z,C
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,FR,CH,,1,,live,,Z,C
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,NL,PE,,,0.4,specimens,ml,M,W
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,NL,US,,10.5,10.5,specimens,ml,M,F
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,US,PE,,10,,specimens,g,S,W
2016,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,US,PE,,,4,specimens,ml,S,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,GY,,210,,live,,B,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,GY,,150,360,live,,T,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,SR,,50,,live,,B,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,GB,ZA,,10,,live,,Z,C
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,GE,RU,SR,3,,live,,P,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,GE,RU,,2,,live,,P,F
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,OM,SR,,20,,live,,B,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,TR,GY,,8,,live,,Z,W
2016,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,US,PE,,,24,specimens,ml,S,W
2016,II,Cercocebus spp.,Mammalia,Primates,Cercopithecidae,Cercocebus,RU,AM,,,1,live,,T,W
2016,II,Cercocebus agilis,Mammalia,Primates,Cercopithecidae,Cercocebus,DE,CM,,2,,hair,,S,W
2016,II,Cercocebus agilis,Mammalia,Primates,Cercopithecidae,Cercocebus,FR,MX,XX,1,,carvings,,Q,O
2016,II,Cercocebus atys,Mammalia,Primates,Cercopithecidae,Cercocebus,DE,CI,,,505,specimens,ml,S,W
2016,II,Cercocebus atys,Mammalia,Primates,Cercopithecidae,Cercocebus,DE,CI,,505,,specimens,,S,W
2016,II,Cercocebus atys,Mammalia,Primates,Cercopithecidae,Cercocebus,US,CI,,,7,skeletons,,S,W
2016,II,Cercocebus atys,Mammalia,Primates,Cercopithecidae,Cercocebus,US,CI,,,7,skulls,,S,W
2016,II,Cercocebus sanjei,Mammalia,Primates,Cercopithecidae,Cercocebus,DE,TZ,,91,,specimens,,S,W
2016,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,,1,hair,g,S,W
2016,II,Cercopithecus albogularis,Mammalia,Primates,Cercopithecidae,Cercopithecus,FR,MX,XX,1,,carvings,,Q,O
2016,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,TZ,,91,,specimens,,S,W
2016,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,14,,specimens,,S,W
2016,II,Cercopithecus cephus,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CM,,1,,hair,,S,W
2016,II,Cercopithecus denti,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,6,,specimens,,S,W
2016,II,Cercopithecus dryas,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,12,,specimens,,S,W
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,RW,,2,,hair,,S,W
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,TZ,,476,,specimens,,S,W
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,FR,MX,XX,1,,carvings,,Q,O
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,12,,specimens,,S,W
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,ET,,1,,trophies,,H,I
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,ET,,2,2,trophies,,H,W
2016,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,TZ,,1,,trophies,,H,W
2016,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,BE,GW,,,2,live,,P,
2016,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,XX,,118,specimens,ml,S,W
2016,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,UZ,CG,,20,,live,,T,W
2016,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,LV,UA,,1,,live,,Q,C
2016,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,UA,LV,UA,,1,live,,Q,C
2016,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,2,,specimens,,S,W
2016,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,,1,hair,g,S,W
2016,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,1,,specimens,,S,W
2016,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,KP,CN,,,1,bodies,,E,U
2016,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,,2,hair,g,S,W
2016,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,2,,specimens,,S,W
2016,II,Cercopithecus solatus,Mammalia,Primates,Cercopithecidae,Cercopithecus,FR,MX,XX,1,,carvings,,Q,O
2016,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,RU,AM,XX,,2,live,,T,W
2016,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CD,,15,,specimens,,S,W
2016,II,Chlorocebus spp.,Mammalia,Primates,Cercopithecidae,Chlorocebus,AT,ZA,,5,,skulls,,H,W
2016,II,Chlorocebus spp.,Mammalia,Primates,Cercopithecidae,Chlorocebus,AT,ZA,,1,,trophies,,H,W
2016,II,Chlorocebus spp.,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,GB,XX,4,,specimens,,M,I
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,AR,US,BB,,250,specimens,,T,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,AT,US,,6,,specimens,ml,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,AT,US,,,6,specimens,,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,AU,US,,,5,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BE,TW,XX,25,,specimens,ml,M,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BG,ZA,,2,,trophies,,H,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BR,GB,CH,,1,specimens,ml,T,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BR,US,BB,,3750,specimens,,T,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BR,US,,,4,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,DE,XX,,20,specimens,,T,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,FR,XX,,52,specimens,ml,S,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,US,,,20,live,,T,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,US,,,17,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,US,,,644,specimens,,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,US,,,1,specimens,,T,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,US,,,1294,specimens,,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CH,IT,BB,,560,specimens,,T,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CH,US,,,2,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CL,GB,XX,,1,specimens,ml,M,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CL,US,BB,,10,specimens,,T,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,GB,XX,,1,specimens,ml,T,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,SD,,40,,live,,B,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,SD,,40,,live,,T,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,US,,5,39,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,US,,,5,specimens,,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,US,,,40,specimens,,T,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CO,FR,,,3,specimens,ml,M,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CO,US,,,1,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,CI,XX,,60,bones,g,S,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,CI,,1,,specimens,,S,W
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,US,,20,90,specimens,,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,EG,US,,,2,specimens,,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,KR,GB,0.016,,specimens,l,M,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,TW,XX,0.079,,specimens,l,S,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,US,,0.012,,specimens,l,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,US,,,12,specimens,ml,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,ID,,106,105,specimens,ml,T,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,IM,,,2,live,,Z,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,JP,AT,,50,derivatives,ml,T,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,JP,US,40,62,specimens,ml,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,JP,US,40,40,specimens,ml,T,O
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,JP,US,,2,specimens,,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,JP,XX,,72,specimens,ml,M,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,,1200,specimens,ml,M,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,8,80,specimens,ml,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,,223,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,,3,specimens,,M,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,,30,specimens,,M,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,HK,US,,,5,specimens,ml,T,F
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ID,FR,,,3,specimens,ml,M,C
